data_hora,ticker,intervalo_utilizado,mensagem
2025-04-25 00:53,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-04-25 01:04,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-04-25 01:07,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-04-25 01:07,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-04-25 01:08,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-04-25 01:08,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:21,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:33,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:38,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:49,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:51,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 21:54,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:06,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:06,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:13,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:17,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:17,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:20,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:20,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:22,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:22,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:25,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:25,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:27,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:27,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:31,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:31,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:34,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:34,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:47,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:47,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:53,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:53,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:59,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 22:59,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:13,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:13,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:14,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:14,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:23,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:23,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:24,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:24,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:27,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:27,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:29,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:29,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:30,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:30,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:34,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:34,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:34,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:42,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:42,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:42,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:44,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:44,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:44,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:47,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:47,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:47,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:49,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:49,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:49,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:53,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-03 23:53,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 11:41,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 11:41,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:07,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:07,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:15,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:15,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:16,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:19,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:19,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:23,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:23,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:28,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:28,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:37,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:37,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 20:40,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min devido à falta de dados.
2025-05-04 21:09,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-05 22:59,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-05 23:06,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-05 23:30,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-05 23:48,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-05 23:58,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:08,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:09,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:11,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:12,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:18,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:19,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:25,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:32,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 00:35,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 09:59,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 09:59,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 09:59,PENDLE/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:21,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:21,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:21,PENDLE/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:31,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:31,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:31,PENDLE/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:38,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:38,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 13:39,PENDLE/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 19:00,BTC/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 19:01,SOL/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-06 19:01,PENDLE/USD,30min,⚠️ Intervalo ajustado automaticamente para 30min
2025-05-07 13:08,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:09,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:09,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:15,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:18,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:21,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:21,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:22,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:24,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 13:26,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 14:46,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 15:37,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 17:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 19:16,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:19,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:37,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 21:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:02,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:04,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:09,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:13,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:14,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:14,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:14,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:15,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:16,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:16,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:16,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:19,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:28,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:32,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:36,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:38,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:38,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:40,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-07 23:58,AAVE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:28,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:40,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:44,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:46,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 12:55,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 13:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 13:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 13:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 13:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 13:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 14:52,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 17:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:29,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:52,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:54,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 18:59,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 19:06,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 19:08,BTC/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 19:16,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 19:26,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 19:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:16,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:27,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 20:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 22:08,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 22:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 22:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 22:41,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 22:51,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-08 23:07,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 08:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 09:21,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 09:35,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 13:47,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 13:49,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 14:33,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 16:34,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 20:32,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 21:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 21:26,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 21:39,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 21:43,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 21:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 22:29,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 22:53,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-09 23:24,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 00:12,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 13:19,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:02,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:05,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:11,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:40,RAY/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:44,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 18:48,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 19:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 19:36,PENDLE/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 23:10,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
2025-05-10 23:13,SOL/USD,15min,⚠️ Intervalo ajustado automaticamente para 15min
